"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Enochs","Enochs","TX","Texas","48017","Bailey","33.8731","-102.7599","","","9.9","point","False","America/Chicago","79324","1840036435"
"Brookston","Brookston","TX","Texas","48277","Lamar","33.6232","-95.6994","","","13.3","point","False","America/Chicago","75421","1840036385"
"Bynum","Bynum","TX","Texas","48217","Hill","31.9689","-97.0030","201","201","579","polygon","True","America/Chicago","76631","1840023103"
"Primera","Primera","TX","Texas","48061","Cameron","26.2237","-97.7529","4843","4843","675","polygon","True","America/Chicago","78552","1840022261"
"Cotulla","Cotulla","TX","Texas","48283","La Salle","28.4364","-99.2367","4284.0","4178","802","polygon","True","America/Chicago","78014","1840019699"
"Brenham","Brenham","TX","Texas","48477","Washington","30.1585","-96.3962","16913.0","16951","510","polygon","True","America/Chicago","77833 77834","1840019604"
"Morton Valley","Morton Valley","TX","Texas","48133","Eastland","32.4712","-98.8167","","","3.3","point","False","America/Chicago","76448","1840036294"
"Nixon","Nixon","TX","Texas","48177","Gonzales","29.2698","-97.7658","2490","2490","615","polygon","True","America/Chicago","78140","1840020954"
"Rosenberg","Rosenberg","TX","Texas","48157","Fort Bend","29.5440","-95.8199","37661","37661","439","polygon","True","America/Chicago","77471 77469","1840020948"
"Plaska","Plaska","TX","Texas","48191","Hall","34.6059","-100.6468","","","0.0","point","False","America/Chicago","79239","1840032602"
"Vidor","Vidor","TX","Texas","48361","Orange","30.1291","-93.9967","10854","10854","348","polygon","True","America/Chicago","77662 77670","1840022193"
"Buna","Buna","TX","Texas","48241","Jasper","30.4458","-93.9625","","","200.5","polygon","False","America/Chicago","77612","1840018197"
"Perezville","Perezville","TX","Texas","48215","Hidalgo","26.2396","-98.4023","","","597.8","polygon","False","America/Chicago","78574 78572","1840025180"
"Cooper","Cooper","TX","Texas","48119","Delta","33.3717","-95.6912","1968","1968","523","polygon","True","America/Chicago","75432","1840019356"
"Brookeland","Brookeland","TX","Texas","48403","Sabine","31.1527","-93.9935","","","79.7","point","False","America/Chicago","75931","1840037002"
"Cherokee","Cherokee","TX","Texas","48411","San Saba","30.9824","-98.7075","","","21.9","point","False","America/Chicago","76832","1840036401"
"Mobile City","Mobile City","TX","Texas","48397","Rockwall","32.9228","-96.4111","203","203","5198","polygon","True","America/Chicago","75087","1840020719"
"New Braunfels","New Braunfels","TX","Texas","48091","Comal","29.6995","-98.1153","79152","79152","678","polygon","True","America/Chicago","78132 78130 78131 78135","1840021341"
"Talco","Talco","TX","Texas","48449","Titus","33.3628","-95.1034","507","507","255","polygon","True","America/Chicago","75487","1840022022"
"Pringle","Pringle","TX","Texas","48233","Hutchinson","35.9492","-101.4563","","","1.1","point","False","America/Chicago","79083","1840036976"
"Proctor","Proctor","TX","Texas","48093","Comanche","31.9874","-98.4298","","","107.9","point","False","America/Chicago","76446","1840036314"
"Pomeroy","Pomeroy","TX","Texas","48065","Carson","35.4425","-101.5060","","","0.3","point","False","America/Chicago","79068","1840033515"
"Posey","Posey","TX","Texas","48303","Lubbock","33.4826","-101.7102","","","8.5","point","False","America/Chicago","79364","1840036550"
"Smiley","Smiley","TX","Texas","48177","Gonzales","29.2713","-97.6376","570","570","422","polygon","True","America/Chicago","78159","1840022218"
"Medina","Medina","TX","Texas","48019","Bandera","29.7966","-99.2464","","","83.2","point","False","America/Chicago","78055","1840036508"
"Claude","Claude","TX","Texas","48011","Armstrong","35.1075","-101.3628","1187","1187","267","polygon","True","America/Chicago","79019","1840019181"
"Alamo Heights","Alamo Heights","TX","Texas","48029","Bexar","29.4828","-98.4681","8413","8413","1764","polygon","True","America/Chicago","78209","1840019653"
"Desert","Desert","TX","Texas","48085","Collin","33.3884","-96.4019","","","26.0","point","False","America/Chicago","75409","1840036420"
"Alexander","Alexander","TX","Texas","48143","Erath","32.0590","-98.2062","","","29.3","point","False","America/Chicago","76446","1840036157"
"Henrietta","Henrietta","TX","Texas","48077","Clay","33.8147","-98.1925","2655.0","3054","232","polygon","True","America/Chicago","76365","1840020547"
"Los Alvarez","Los Alvarez","TX","Texas","48427","Starr","26.3859","-98.8990","","","462.8","polygon","False","America/Chicago","78582","1840037060"
"Markham","Markham","TX","Texas","48321","Matagorda","28.9627","-96.0645","","","386.2","polygon","False","America/Chicago","77456","1840018277"
"Austwell","Austwell","TX","Texas","48391","Refugio","28.3911","-96.8437","146","146","155","polygon","True","America/Chicago","77950","1840019703"
"San Felipe","San Felipe","TX","Texas","48015","Austin","29.7965","-96.1051","821","821","37","polygon","True","America/Chicago","77474 77473","1840023151"
"Ratcliff","Ratcliff","TX","Texas","48225","Houston","31.3916","-95.1397","","","43.3","point","False","America/Chicago","75858","1840036997"
"Edge","Edge","TX","Texas","48041","Brazos","30.8899","-96.2947","","","3.5","point","False","America/Chicago","77808","1840036431"
"Sunset","Sunset","TX","Texas","48337","Montague","33.4479","-97.7663","","","152.6","polygon","False","America/Chicago","76270","1840025869"
"Forsan","Forsan","TX","Texas","48227","Howard","32.1104","-101.3668","219","219","290","polygon","True","America/Chicago","79733","1840020762"
"Charleston","Charleston","TX","Texas","48119","Delta","33.3865","-95.5338","","","22.2","point","False","America/Chicago","75432","1840036400"
"Melody Hills","Melody Hills","TX","Texas","48439","Tarrant","32.8304","-97.3095","","","383.1","point","False","America/Chicago","76137","1840036286"
"Millers Cove","Millers Cove","TX","Texas","48449","Titus","33.1560","-95.1147","155","155","365","polygon","True","America/Chicago","75493","1840037027"
"Bremond","Bremond","TX","Texas","48395","Robertson","31.1657","-96.6760","952","952","414","polygon","True","America/Chicago","76629","1840019553"
"Prado Verde","Prado Verde","TX","Texas","48141","El Paso","31.8898","-106.6135","","","650.3","polygon","False","America/Denver","79932","1840037068"
"Thorndale","Thorndale","TX","Texas","48331","Milam","30.6141","-97.2067","1300","1300","521","polygon","True","America/Chicago","76577","1840022161"
"Lopezville","Lopezville","TX","Texas","48215","Hidalgo","26.2479","-98.1581","","","988.1","polygon","False","America/Chicago","78589 78539 78542","1840036275"
"Angleton","Angleton","TX","Texas","48039","Brazoria","29.1716","-95.4292","19544","19544","649","polygon","True","America/Chicago","77515 77516","1840019672"
"Falcon Mesa","Falcon Mesa","TX","Texas","48505","Zapata","26.8706","-99.2906","","","271.1","polygon","False","America/Chicago","78076","1840018299"
"Spring Valley","Spring Valley","TX","Texas","48201","Harris","29.7897","-95.5036","","","1312.7","point","True","America/Chicago","77055","1840036636"
"Trinidad","Trinidad","TX","Texas","48213","Henderson","32.1562","-96.1054","872","872","22","polygon","True","America/Chicago","75163","1840022112"
"Las Quintas Fronterizas","Las Quintas Fronterizas","TX","Texas","48323","Maverick","28.6890","-100.4676","","","1762.4","polygon","False","America/Chicago","78852","1840037057"
"Lubbock","Lubbock","TX","Texas","48303","Lubbock","33.5643","-101.8871","262505.0","253888","767","polygon","True","America/Chicago","79404 79423 79424 79416 79412 79410 79414 79411 79407 79406 79401 79403 79415 79413 79402 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499","1840020604"
"New Hope","New Hope","TX","Texas","48085","Collin","33.2116","-96.5635","635","635","170","polygon","True","America/Chicago","75071","1840022997"
"Lincoln","Lincoln","TX","Texas","48287","Lee","30.2874","-96.9633","","","25.3","point","False","America/Chicago","78948","1840036269"
"Mustang Ridge","Mustang Ridge","TX","Texas","48453","Travis","30.0577","-97.6852","969","969","100","polygon","True","America/Chicago","78747 78610 78616","1840020891"
"Ferris","Ferris","TX","Texas","48139","Ellis","32.5369","-96.6738","2622","2622","218","polygon","True","America/Chicago","75146 75125","1840020755"
"Lakeport","Lakeport","TX","Texas","48183","Gregg","32.4050","-94.7102","984","984","239","polygon","True","America/Chicago","75603","1840020748"
"Darrouzett","Darrouzett","TX","Texas","48295","Lipscomb","36.4449","-100.3258","357","357","367","polygon","True","America/Chicago","79024","1840021670"
"McLendon-Chisholm","McLendon-Chisholm","TX","Texas","48397","Rockwall","32.8512","-96.3923","2983","2983","121","polygon","True","America/Chicago","75032","1840003905"
"Saint Jo","Saint Jo","TX","Texas","48337","Montague","33.6950","-97.5231","1015","1015","364","polygon","True","America/Chicago","76265","1840021949"
"Dunlay","Dunlay","TX","Texas","48325","Medina","29.3486","-98.9906","","","141.7","point","False","America/Chicago","78861","1840036428"
"Rosser","Rosser","TX","Texas","48257","Kaufman","32.4648","-96.4431","375","375","75","polygon","True","America/Chicago","75157 75158","1840023039"
"Millican","Millican","TX","Texas","48041","Brazos","30.4670","-96.2035","240","240","23","polygon","True","America/Chicago","77868 77845 77866","1840023137"
"Albert","Albert","TX","Texas","48171","Gillespie","30.1938","-98.6017","","","4.5","point","False","America/Chicago","78671","1840036661"
"Dunlap","Dunlap","TX","Texas","48101","Cottle","34.1406","-100.2965","","","0.2","point","False","America/Chicago","79248","1840033026"
"Cochran","Cochran","TX","Texas","48015","Austin","30.0288","-96.1294","","","20.8","point","False","America/Chicago","77418","1840036203"
"La Junta","La Junta","TX","Texas","48367","Parker","32.9198","-97.5997","","","66.6","point","False","America/Chicago","76082","1840036258"
"Dothan","Dothan","TX","Texas","48133","Eastland","32.5568","-99.0970","","","0.0","point","False","America/Chicago","76464","1840032625"
"Botines","Botines","TX","Texas","48479","Webb","27.7719","-99.4571","","","0.1","polygon","False","America/Chicago","78045","1840018290"
"Mathis","Mathis","TX","Texas","48409","San Patricio","28.0909","-97.8170","5776.0","4810","560","polygon","True","America/Chicago","78368","1840021004"
"Bakersfield","Bakersfield","TX","Texas","48371","Pecos","30.8913","-102.2979","","","2.7","point","False","America/Chicago","79735","1840036795"
"Bono","Bono","TX","Texas","48251","Johnson","32.3238","-97.5045","","","52.4","point","False","America/Chicago","76044","1840023199"
"Pandora","Pandora","TX","Texas","48493","Wilson","29.2502","-97.8378","","","49.8","point","False","America/Chicago","78160","1840036537"
"Rowden","Rowden","TX","Texas","48059","Callahan","32.2040","-99.3440","","","1.0","point","False","America/Chicago","79504","1840036754"
"Ivan","Ivan","TX","Texas","48429","Stephens","32.8746","-98.7334","","","0.3","point","False","America/Chicago","76424","1840032677"
"Hilltop","Hilltop","TX","Texas","48163","Frio","28.6938","-99.1761","","","75.4","polygon","False","America/Chicago","78017","1840018281"
"Doole","Doole","TX","Texas","48307","McCulloch","31.3957","-99.5990","","","0.4","point","False","America/Chicago","76836","1840032573"
"Paige","Paige","TX","Texas","48021","Bastrop","30.2102","-97.1150","","","108.7","point","False","America/Chicago","78659","1840036305"
"Fruitvale","Fruitvale","TX","Texas","48467","Van Zandt","32.6834","-95.8036","425","425","86","polygon","True","America/Chicago","75127","1840020736"
"Moss Hill","Moss Hill","TX","Texas","48291","Liberty","30.2474","-94.7416","","","43.3","point","False","America/Chicago","77575","1840036729"
"Bassett","Bassett","TX","Texas","48037","Bowie","33.3168","-94.5610","","","10.5","point","False","America/Chicago","75574","1840036618"
"Galveston","Galveston","TX","Texas","48167","Galveston","29.2487","-94.8910","46561.0","50497","473","polygon","True","America/Chicago","77550 77551 77554 77552 77553 77555","1840020970"
"Trenton","Trenton","TX","Texas","48147","Fannin","33.4271","-96.3407","646","646","133","polygon","True","America/Chicago","75490","1840021973"
"Rosanky","Rosanky","TX","Texas","48021","Bastrop","29.9294","-97.2936","","","71.4","point","False","America/Chicago","78953","1840022979"
"Sanctuary","Sanctuary","TX","Texas","48367","Parker","32.9132","-97.5877","313","313","141","polygon","True","America/Chicago","76020","1840023028"
"Bisbee","Bisbee","TX","Texas","48439","Tarrant","32.6090","-97.1842","","","173.7","point","False","America/Chicago","76001","1840036667"
"O'Donnell","O'Donnell","TX","Texas","48305","Lynn","32.9652","-101.8309","824","824","369","polygon","True","America/Chicago","79351","1840020674"
"Lakeside","Lakeside","TX","Texas","48439","Tarrant","32.8221","-97.4889","1391","1391","353","polygon","True","America/Chicago","76135 76108","1840022053"
"Rancho Alegre","Rancho Alegre","TX","Texas","48249","Jim Wells","27.7392","-98.1027","","","827.9","polygon","False","America/Chicago","78332","1840037071"
"Addicks","Addicks","TX","Texas","48201","Harris","29.7825","-95.6424","","","90.5","point","False","America/Chicago","77079","1840036156"
"Garfield","Garfield","TX","Texas","48453","Travis","30.1961","-97.5514","","","44.2","polygon","False","America/Chicago","78617","1840018233"
"Eustace","Eustace","TX","Texas","48213","Henderson","32.3076","-96.0138","992","992","130","polygon","True","America/Chicago","75124","1840020771"
"Levelland","Levelland","TX","Texas","48219","Hockley","33.5806","-102.3636","13884.0","13628","515","polygon","True","America/Chicago","79336 79338","1840020606"
"Corpus Christi","Corpus Christi","TX","Texas","48355","Nueces","27.7173","-97.3822","341435.0","325605","720","polygon","True","America/Chicago","78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78415 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480","1840019718"
"Duncanville","Duncanville","TX","Texas","48113","Dallas","32.6460","-96.9127","39487","39487","1360","polygon","True","America/Chicago","75116 75137 75138","1840019442"
"New London","New London","TX","Texas","48401","Rusk","32.2686","-94.9297","994","994","44","polygon","True","America/Chicago","75682 75684","1840020769"
